"","Date","Station","Outflow","Inflow","Total","X","daily.data.summary","daily.data.icon","daily.data.precipIntensity","daily.data.precipProbability","daily.data.precipType","daily.data.temperatureHigh","daily.data.temperatureLow","daily.data.apparentTemperatureHigh","daily.data.apparentTemperatureLow","daily.data.humidity","daily.data.windSpeed","Wday","Wday_bin","Hday_bin","Month","Month_x","Month_y","Season","Precip_bin"
"64031","2011-12-08","31236",32,31,63,445,"Partly cloudy overnight.","partly-cloudy-night",0.0013,0.83,"rain",44.34,30.36,42.83,30.36,0.65,3.35,"Thursday",1,0,12,-2.44929359829471e-16,1,"Fall",1
"3427","2010-10-13","31232",0,0,0,24,"Mostly cloudy overnight.","partly-cloudy-night",0,0,NA,67.7,50.47,67.7,50.47,0.6,0.91,"Wednesday",1,0,10,-0.866025403784439,0.5,"Fall",0
"46604","2011-08-09","31224",45,40,85,324,"Partly cloudy until evening and humid throughout the day.","partly-cloudy-day",2e-04,0.16,"rain",91.4,72.11,95.47,72.58,0.69,0.82,"Tuesday",1,0,8,-0.866025403784438,-0.5,"Summer",1
"65338","2011-12-17","31238",19,17,36,454,"Mostly cloudy until evening.","partly-cloudy-day",0,0,NA,40.69,30.12,38.79,30.12,0.6,2.24,"Saturday",1,0,12,-2.44929359829471e-16,1,"Winter",0
"8076","2010-11-15","31101",50,45,95,57,"Light rain overnight.","rain",0.0012,0.74,"rain",57.32,49.37,57.32,49.37,0.83,0.44,"Monday",1,0,11,-0.5,0.866025403784438,"Fall",1
"34211","2011-05-15","31616",49,53,102,238,"Light rain in the evening.","rain",0.0072,1,"rain",76.68,60.83,76.97,60.98,0.85,0.78,"Sunday",1,0,5,0.5,-0.866025403784439,"Spring",1
"13301","2010-12-21","31503",14,10,24,93,"Partly cloudy starting in the afternoon.","partly-cloudy-night",0,0,NA,37.94,32.47,35.87,32.47,0.57,4.29,"Tuesday",1,0,12,-2.44929359829471e-16,1,"Winter",0
"6967","2010-11-07","31608",3,4,7,49,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,50.65,38.82,50.65,38.82,0.64,2.54,"Sunday",1,0,11,-0.5,0.866025403784438,"Fall",0
"3515","2010-10-14","31402",3,4,7,25,"Rain until afternoon.","rain",0.0313,1,"rain",57.7,48.42,57.7,48.42,0.86,0.81,"Thursday",1,0,10,-0.866025403784439,0.5,"Fall",1
"25903","2011-03-18","31021",0,0,0,180,"Partly cloudy starting in the afternoon.","partly-cloudy-night",0,0,NA,79.29,52.41,79.29,52.41,0.48,2.11,"Friday",1,0,3,1,6.12323399573677e-17,"Spring",0
"34054","2011-05-14","31501",1,2,3,237,"Rain overnight.","rain",0.0105,1,"rain",65.65,63.32,66.09,63.8,0.9,0.92,"Saturday",1,0,5,0.5,-0.866025403784439,"Spring",1
"59349","2011-11-06","31104",106,90,196,413,"Mostly cloudy in the morning.","partly-cloudy-day",0,0,NA,58.02,37.3,58.02,37.3,0.76,0.51,"Sunday",1,0,11,-0.5,0.866025403784438,"Fall",0
"55138","2011-10-07","31625",0,0,0,383,"Clear throughout the day.","clear-day",0,0,NA,72.3,48.36,72.3,48.36,0.75,0.13,"Friday",1,0,10,-0.866025403784439,0.5,"Fall",0
"30126","2011-04-17","31204",24,23,47,210,"Partly cloudy starting in the evening.","partly-cloudy-night",2e-04,0.64,"rain",67.79,49,67.79,49,0.49,4.15,"Sunday",1,0,4,0.866025403784439,-0.5,"Spring",1
"17030","2011-01-16","31010",5,8,13,119,"Mostly cloudy starting in the evening.","partly-cloudy-night",0,0,NA,38.58,29.13,36.97,29.13,0.52,2.48,"Sunday",1,0,1,0.5,0.866025403784439,"Winter",0
"19042","2011-01-30","31207",7,7,14,133,"Mostly cloudy throughout the day.","partly-cloudy-day",0.0043,0.54,"rain",42.79,27.84,42.79,27.84,0.76,0.44,"Sunday",1,0,1,0.5,0.866025403784439,"Winter",1
"6795","2010-11-06","31802",0,0,0,48,"Partly cloudy in the morning.","partly-cloudy-night",0,0,NA,50.7,35.52,50.7,35.52,0.66,2.13,"Saturday",1,0,11,-0.5,0.866025403784438,"Fall",0
"43447","2011-07-18","31618",38,44,82,302,"Partly cloudy starting in the afternoon.","partly-cloudy-day",0,0,NA,92.17,76.77,97.39,77.92,0.67,0.84,"Monday",1,0,7,-0.5,-0.866025403784439,"Summer",0
"6259","2010-11-02","31613",20,18,38,44,"Partly cloudy overnight.","partly-cloudy-night",0,0,NA,51.34,34.93,51.34,34.93,0.65,0.71,"Tuesday",1,0,11,-0.5,0.866025403784438,"Fall",0
"18240","2011-01-24","31619",35,38,73,127,"Mostly cloudy starting in the afternoon.","partly-cloudy-night",0,0,NA,29.75,27.99,28.71,27.99,0.55,1.32,"Monday",1,0,1,0.5,0.866025403784439,"Winter",0
"34610","2011-05-18","31606",20,20,40,241,"Light rain in the morning and afternoon.","rain",0.0068,0.9,"rain",71.53,58.66,71.7,58.66,0.84,1.35,"Wednesday",1,0,5,0.5,-0.866025403784439,"Spring",1
"50024","2011-09-02","31300",23,15,38,348,"Mostly cloudy throughout the day.","partly-cloudy-day",6e-04,0.42,"rain",77.48,68.75,78.04,69.18,0.76,0.72,"Friday",1,0,9,-1,-1.83697019872103e-16,"Summer",1
"22234","2011-02-21","31702",0,0,0,155,"Overcast throughout the day.","cloudy",0.0014,0.6,"rain",46.9,24.95,46.9,20.83,0.66,1.84,"Monday",1,0,2,0.866025403784439,0.5,"Winter",1
"828","2010-09-25","31262",0,0,0,6,"Partly cloudy throughout the day.","partly-cloudy-day",0,0,NA,90.15,65.23,90.15,65.23,0.5,1.08,"Saturday",1,0,9,-1,-1.83697019872103e-16,"Fall",0
"65801","2011-12-20","31614",17,20,37,457,"Mostly cloudy throughout the day.","partly-cloudy-day",0,0,NA,55.03,47.16,55.03,47.16,0.61,0.08,"Tuesday",1,0,12,-2.44929359829471e-16,1,"Winter",0
"43622","2011-07-19","31404",0,0,0,303,"Humid and partly cloudy throughout the day.","partly-cloudy-day",3e-04,0.2,"rain",91.77,74.97,101.19,76.44,0.7,0.56,"Tuesday",1,0,7,-0.5,-0.866025403784439,"Summer",1
"58236","2011-10-29","31610",5,7,12,405,"Rain until evening.","rain",0.0389,1,"rain",38.64,34.11,38.54,33.07,0.91,2.79,"Saturday",1,0,10,-0.866025403784439,0.5,"Fall",1
"46300","2011-08-07","31611",28,32,60,322,"Light rain in the evening.","rain",0.0041,0.81,"rain",91.8,74.51,101.06,75.89,0.82,0.83,"Sunday",1,0,8,-0.866025403784438,-0.5,"Summer",1
"35383","2011-05-23","31618",40,37,77,246,"Mostly cloudy until evening.","partly-cloudy-day",0.0018,0.9,"rain",83.44,70.48,86.53,71.31,0.78,1.54,"Monday",1,0,5,0.5,-0.866025403784439,"Spring",1
"21071","2011-02-13","31801",0,1,1,147,"Mostly cloudy until afternoon.","partly-cloudy-day",0,0,NA,53.76,47.11,53.76,45,0.45,2.74,"Sunday",1,0,2,0.866025403784439,0.5,"Winter",0
"34985","2011-05-20","31614",0,0,0,243,"Mostly cloudy throughout the day.","partly-cloudy-day",4e-04,0.48,"rain",71.06,56.67,71.06,56.67,0.76,0.99,"Friday",1,0,5,0.5,-0.866025403784439,"Spring",1
"36241","2011-05-29","31623",80,91,171,252,"Mostly cloudy until evening.","partly-cloudy-day",0,0,NA,84.05,71.8,88.98,72.95,0.79,1.45,"Sunday",1,0,5,0.5,-0.866025403784439,"Spring",0
"7141","2010-11-08","31229",30,30,60,50,"Clear throughout the day.","clear-day",0,0,NA,62,44.89,62,44.8,0.47,4.33,"Monday",1,0,11,-0.5,0.866025403784438,"Fall",0
"19560","2011-02-02","31261",0,0,0,136,"Rain in the morning.","rain",0.026,1,"rain",48.31,27.59,48.31,21.22,0.78,2.58,"Wednesday",1,0,2,0.866025403784439,0.5,"Winter",1
"2127","2010-10-04","31018",0,0,0,15,"Light rain until afternoon.","rain",0.0181,1,"rain",54.15,48.37,54.15,48.37,0.88,3.2,"Monday",1,0,10,-0.866025403784439,0.5,"Fall",1
"52669","2011-09-20","31014",20,23,43,366,"Light rain until afternoon.","rain",0.0052,0.99,"rain",70.93,64.44,71.57,64.97,0.87,0.54,"Tuesday",1,0,9,-1,-1.83697019872103e-16,"Fall",1
"50911","2011-09-08","31305",6,10,16,354,"Heavy rain throughout the day.","rain",0.0885,1,"rain",73.96,71.49,75.42,72.8,0.94,0.66,"Thursday",1,0,9,-1,-1.83697019872103e-16,"Summer",1
"53545","2011-09-26","31017",0,0,0,372,"Mostly cloudy until evening.","partly-cloudy-day",0,0,NA,79.69,70.58,82.57,71.66,0.86,0.45,"Monday",1,0,9,-1,-1.83697019872103e-16,"Fall",0
"40977","2011-07-01","31609",27,31,58,285,"Clear throughout the day.","clear-day",0,0,NA,87.75,61.98,87.75,61.98,0.51,0.74,"Friday",1,0,7,-0.5,-0.866025403784439,"Summer",0
"44299","2011-07-24","31227",19,18,37,308,"Humid and partly cloudy throughout the day.","partly-cloudy-day",0,0,NA,94.22,77.4,102.09,79.07,0.65,1.17,"Sunday",1,0,7,-0.5,-0.866025403784439,"Summer",0
"25572","2011-03-16","31505",8,8,16,178,"Mostly cloudy throughout the day.","partly-cloudy-day",0.0168,1,"rain",57.49,43.74,57.49,43.74,0.75,1.56,"Wednesday",1,0,3,1,6.12323399573677e-17,"Spring",1
"23755","2011-03-03","31246",0,0,0,165,"Clear throughout the day.","clear-day",0,0,NA,39.1,29.62,39.1,29.62,0.33,1.73,"Thursday",1,0,3,1,6.12323399573677e-17,"Winter",0
"52572","2011-09-20","31101",55,64,119,366,"Light rain until afternoon.","rain",0.0052,0.99,"rain",70.93,64.44,71.57,64.97,0.87,0.54,"Tuesday",1,0,9,-1,-1.83697019872103e-16,"Fall",1
"58717","2011-11-01","31014",22,27,49,408,"Mostly cloudy in the morning.","partly-cloudy-night",1e-04,0.13,"rain",58.89,35.73,58.89,35.73,0.73,0.8,"Tuesday",1,0,11,-0.5,0.866025403784438,"Fall",1
"54194","2011-10-01","31606",23,21,44,377,"Light rain starting in the evening.","rain",0.0069,0.94,"rain",53.51,44.41,53.51,44.41,0.79,3.17,"Saturday",1,0,10,-0.866025403784439,0.5,"Fall",1
"22917","2011-02-26","31104",59,50,109,160,"Partly cloudy until evening.","partly-cloudy-day",0,0,NA,47.8,34.95,46.65,34.95,0.56,1,"Saturday",1,0,2,0.866025403784439,0.5,"Winter",0
"50480","2011-09-05","31700",0,0,0,351,"Heavy rain starting in the evening.","rain",0.0135,1,"rain",81.1,62.52,85.28,62.76,0.82,0.36,"Monday",1,1,9,-1,-1.83697019872103e-16,"Summer",1
"44057","2011-07-22","31614",0,0,0,306,"Humid throughout the day and partly cloudy until evening.","partly-cloudy-day",0,0,NA,101.98,80.17,116.63,83.7,0.63,0.5,"Friday",1,0,7,-0.5,-0.866025403784439,"Summer",0
"25711","2011-03-17","31305",16,14,30,179,"Clear throughout the day.","clear-day",0,0,NA,65.7,53.11,65.7,53.11,0.55,1.74,"Thursday",1,0,3,1,6.12323399573677e-17,"Spring",0
"35128","2011-05-21","31615",0,0,0,244,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,80.52,60.51,80.63,60.51,0.67,0.89,"Saturday",1,0,5,0.5,-0.866025403784439,"Spring",0
"38265","2011-06-12","31304",17,10,27,266,"Partly cloudy until evening.","partly-cloudy-day",0.0032,0.59,"rain",87.87,62.61,91.63,62.61,0.76,0.4,"Sunday",1,0,6,1.22464679914735e-16,-1,"Spring",1
"4650","2010-10-22","31004",3,2,5,33,"Partly cloudy until afternoon.","partly-cloudy-day",0,0,NA,57.56,40.39,57.56,40.39,0.53,2.7,"Friday",1,0,10,-0.866025403784439,0.5,"Fall",0
"31400","2011-04-26","31500",4,4,8,219,"Partly cloudy throughout the day.","partly-cloudy-day",0,0,NA,84.9,68.84,85.34,69.46,0.64,3.89,"Tuesday",1,0,4,0.866025403784439,-0.5,"Spring",0
"2519","2010-10-07","31221",4,2,6,18,"Partly cloudy in the morning.","partly-cloudy-day",1e-04,0.21,"rain",74.02,49.57,74.02,49.57,0.65,2.55,"Thursday",1,0,10,-0.866025403784439,0.5,"Fall",1
"45055","2011-07-29","31021",0,0,0,313,"Humid throughout the day and partly cloudy in the morning.","partly-cloudy-night",0,0,NA,99.75,78.21,104.68,79.38,0.61,1.4,"Friday",1,0,7,-0.5,-0.866025403784439,"Summer",0
"37469","2011-06-07","31203",93,94,187,261,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,86.79,69.43,87.87,70.14,0.64,1.24,"Tuesday",1,0,6,1.22464679914735e-16,-1,"Spring",0
"33311","2011-05-09","31801",0,1,1,232,"Partly cloudy in the afternoon.","partly-cloudy-day",0,0,NA,73.2,50.49,73.2,50.49,0.58,1.47,"Monday",1,0,5,0.5,-0.866025403784439,"Spring",0
"41801","2011-07-07","31006",6,9,15,291,"Partly cloudy starting in the afternoon.","partly-cloudy-night",4e-04,0.05,"rain",93.15,73.17,96.31,74.32,0.68,0.45,"Thursday",1,0,7,-0.5,-0.866025403784439,"Summer",1
"12058","2010-12-12","31238",0,3,3,84,"Rain in the morning and afternoon.","rain",0.0228,1,"rain",44.44,31.74,43.94,26.2,0.94,0.51,"Sunday",1,0,12,-2.44929359829471e-16,1,"Fall",1
"7195","2010-11-08","31246",0,0,0,50,"Clear throughout the day.","clear-day",0,0,NA,62,44.89,62,44.8,0.47,4.33,"Monday",1,0,11,-0.5,0.866025403784438,"Fall",0
"4901","2010-10-24","31109",9,10,19,35,"Partly cloudy starting in the evening.","partly-cloudy-night",0,0,NA,73.65,57.63,73.65,57.63,0.62,1.26,"Sunday",1,0,10,-0.866025403784439,0.5,"Fall",0
"41739","2011-07-06","31113",0,0,0,290,"Partly cloudy until evening.","partly-cloudy-day",9e-04,0.68,"rain",86.56,72.34,91.92,73.62,0.75,0.61,"Wednesday",1,0,7,-0.5,-0.866025403784439,"Summer",1
"27833","2011-04-01","31006",5,3,8,194,"Mostly cloudy throughout the day.","partly-cloudy-day",0.0041,1,"rain",47.85,35.37,44.99,35.37,0.72,3.7,"Friday",1,0,4,0.866025403784439,-0.5,"Spring",1
"12499","2010-12-15","31232",0,0,0,87,"Partly cloudy until afternoon.","partly-cloudy-day",0,0,NA,31.13,19.93,24.33,19.33,0.45,5.69,"Wednesday",1,0,12,-2.44929359829471e-16,1,"Winter",0
"39654","2011-06-22","31214",88,99,187,276,"Humid and partly cloudy throughout the day.","partly-cloudy-day",0,0,NA,89.7,76.94,95.45,78.2,0.73,0.89,"Wednesday",1,0,6,1.22464679914735e-16,-1,"Summer",0
"1237","2010-09-28","31229",0,0,0,9,"Mostly cloudy throughout the day.","partly-cloudy-day",9e-04,0.59,"rain",80.24,57.94,81.05,57.94,0.73,2.86,"Tuesday",1,0,9,-1,-1.83697019872103e-16,"Fall",1
"10210","2010-11-29","31625",0,0,0,71,"Overcast starting in the evening.","cloudy",0,0,NA,50.51,46,50.51,46,0.71,0.99,"Monday",1,0,11,-0.5,0.866025403784438,"Fall",0
"50565","2011-09-06","31104",67,70,137,352,"Rain starting in the afternoon, continuing until evening.","rain",0.0523,1,"rain",63.08,62.68,63.46,62.98,0.92,2.12,"Tuesday",1,0,9,-1,-1.83697019872103e-16,"Summer",1
"27272","2011-03-28","31300",12,11,23,190,"Partly cloudy until afternoon.","partly-cloudy-day",0,0,NA,46.95,32.84,45.99,32.84,0.36,1.97,"Monday",1,0,3,1,6.12323399573677e-17,"Spring",0
"37765","2011-06-09","31107",47,38,85,263,"Humid throughout the day and partly cloudy starting in the evening.","partly-cloudy-night",3e-04,0.26,"rain",97.77,72.28,102.79,73.15,0.61,1,"Thursday",1,0,6,1.22464679914735e-16,-1,"Spring",1
"36293","2011-05-30","31109",34,35,69,253,"Clear throughout the day.","clear-day",0,0,NA,94.47,73.14,99.54,74.13,0.69,0.63,"Monday",1,0,5,0.5,-0.866025403784439,"Spring",0
"42119","2011-07-09","31221",51,54,105,293,"Partly cloudy starting in the evening.","partly-cloudy-night",0,0,NA,88.69,68.35,89.21,69.07,0.68,0.93,"Saturday",1,0,7,-0.5,-0.866025403784439,"Summer",0
"25536","2011-03-16","31605",17,21,38,178,"Mostly cloudy throughout the day.","partly-cloudy-day",0.0168,1,"rain",57.49,43.74,57.49,43.74,0.75,1.56,"Wednesday",1,0,3,1,6.12323399573677e-17,"Spring",1
"28463","2011-04-05","31236",15,10,25,198,"Rain until afternoon.","rain",0.0133,1,"rain",59.71,35.09,59.71,35.09,0.64,4.04,"Tuesday",1,0,4,0.866025403784439,-0.5,"Spring",1
"7607","2010-11-11","31706",0,0,0,53,"Clear throughout the day.","clear-day",0,0,NA,60.65,34.74,60.65,34.74,0.55,1.37,"Thursday",1,0,11,-0.5,0.866025403784438,"Fall",0
"9076","2010-11-22","31100",32,33,65,64,"Foggy in the morning.","fog",0,0,NA,61.96,52.4,61.96,52.4,0.81,1.33,"Monday",1,0,11,-0.5,0.866025403784438,"Fall",0
"33004","2011-05-07","31108",53,53,106,230,"Mostly cloudy throughout the day.","partly-cloudy-day",0,0,NA,71.66,51.85,71.66,51.85,0.59,1.17,"Saturday",1,0,5,0.5,-0.866025403784439,"Spring",0
"33099","2011-05-07","31113",0,0,0,230,"Mostly cloudy throughout the day.","partly-cloudy-day",0,0,NA,71.66,51.85,71.66,51.85,0.59,1.17,"Saturday",1,0,5,0.5,-0.866025403784439,"Spring",0
"52888","2011-09-22","31012",10,9,19,368,"Mostly cloudy throughout the day.","partly-cloudy-day",2e-04,0.25,"rain",78.68,70.47,79.78,71.61,0.87,0.39,"Thursday",1,0,9,-1,-1.83697019872103e-16,"Fall",1
"11698","2010-12-10","31207",9,7,16,82,"Mostly cloudy throughout the day.","partly-cloudy-day",0,0,NA,36.89,26.59,36.89,26.59,0.63,1.07,"Friday",1,0,12,-2.44929359829471e-16,1,"Fall",0
"66005","2011-12-22","31503",24,19,43,459,"Rain starting in the evening.","rain",0.0151,1,"rain",60.25,48.78,60.25,47.54,0.77,0.18,"Thursday",1,0,12,-2.44929359829471e-16,1,"Winter",1
"54789","2011-10-05","31219",46,45,91,381,"Clear throughout the day.","clear-day",0,0,NA,73.63,48.53,73.63,48.53,0.72,1.41,"Wednesday",1,0,10,-0.866025403784439,0.5,"Fall",0
"50800","2011-09-07","31015",5,11,16,353,"Heavy rain until afternoon, starting again in the evening.","rain",0.0649,1,"rain",72.68,70.14,74.01,71.3,0.94,0.3,"Wednesday",1,0,9,-1,-1.83697019872103e-16,"Summer",1
"63934","2011-12-07","31708",0,0,0,444,"Rain throughout the day.","rain",0.08,1,"rain",58.38,34.87,58.38,31.54,0.93,1.91,"Wednesday",1,0,12,-2.44929359829471e-16,1,"Fall",1
"32089","2011-04-30","31017",0,0,0,223,"Mostly cloudy in the morning.","partly-cloudy-day",0,0,NA,67.42,48.5,67.42,48.5,0.53,1.71,"Saturday",1,0,4,0.866025403784439,-0.5,"Spring",0
"61307","2011-11-19","31052",0,0,0,426,"Partly cloudy starting in the evening.","partly-cloudy-night",0,0,NA,54.57,47.18,54.57,47.18,0.51,1.79,"Saturday",1,0,11,-0.5,0.866025403784438,"Fall",0
"48541","2011-08-23","31103",77,65,142,338,"Clear throughout the day.","clear-day",0,0,NA,80.93,59.79,80.93,59.79,0.55,0.05,"Tuesday",1,0,8,-0.866025403784438,-0.5,"Summer",0
"20790","2011-02-11","31214",34,35,69,145,"Clear throughout the day.","clear-day",0,0,NA,44.21,21.34,44.21,21.34,0.55,0.83,"Friday",1,0,2,0.866025403784439,0.5,"Winter",0
"53842","2011-09-28","31625",0,0,0,374,"Rain in the morning and evening.","rain",0.0142,0.96,"rain",79.47,67.96,82.21,68.81,0.87,0.57,"Wednesday",1,0,9,-1,-1.83697019872103e-16,"Fall",1
"1060","2010-09-27","31601",0,1,1,8,"Rain in the morning and afternoon.","rain",0.014,0.92,"rain",75.59,70.62,77.1,71.65,0.9,2.08,"Monday",1,0,9,-1,-1.83697019872103e-16,"Fall",1
"15012","2011-01-02","31400",16,12,28,105,"Overcast until evening.","cloudy",0.0017,0.66,"rain",50.97,27.56,50.97,22.41,0.69,2.38,"Sunday",1,0,1,0.5,0.866025403784439,"Winter",1
"22831","2011-02-25","31305",6,9,15,159,"Rain in the morning.","rain",0.0105,1,"rain",64.3,34.13,64.3,34.13,0.73,4.13,"Friday",1,0,2,0.866025403784439,0.5,"Winter",1
"33823","2011-05-12","31021",0,0,0,235,"Partly cloudy overnight.","partly-cloudy-night",0,0,NA,75.85,60.92,75.85,60.92,0.7,1.35,"Thursday",1,0,5,0.5,-0.866025403784439,"Spring",0
"29376","2011-04-11","31806",0,0,0,204,"Mostly cloudy in the morning.","partly-cloudy-day",0,0,NA,85.89,65.42,85.96,65.42,0.69,3.9,"Monday",1,0,4,0.866025403784439,-0.5,"Spring",0
"23849","2011-03-04","31235",17,15,32,166,"Partly cloudy starting in the afternoon.","partly-cloudy-night",0,0,NA,48.94,41.58,47.46,40.55,0.58,2.74,"Friday",1,0,3,1,6.12323399573677e-17,"Winter",0
"17634","2011-01-20","31218",29,37,66,123,"Mostly cloudy throughout the day.","partly-cloudy-day",0,0,NA,42.04,31.71,42.04,25.69,0.58,0.51,"Thursday",1,0,1,0.5,0.866025403784439,"Winter",0
"51820","2011-09-14","31239",0,0,0,360,"Mostly cloudy starting in the evening.","partly-cloudy-night",3e-04,0.16,"rain",88.21,66.38,90.59,66.9,0.71,0.48,"Wednesday",1,0,9,-1,-1.83697019872103e-16,"Summer",1
"18530","2011-01-26","31624",5,6,11,129,"Mixed precipitation (1–2 in. of snow) in the morning and afternoon.","snow",0.0204,1,"rain",35.12,30.8,33.69,27.27,0.88,2.79,"Wednesday",1,0,1,0.5,0.866025403784439,"Winter",1
"10466","2010-12-01","31624",13,10,23,73,"Rain until afternoon.","rain",0.0257,1,"rain",63.12,30.03,63.45,30.03,0.73,1.72,"Wednesday",1,0,12,-2.44929359829471e-16,1,"Fall",1
"38204","2011-06-12","31502",3,2,5,266,"Partly cloudy until evening.","partly-cloudy-day",0.0032,0.59,"rain",87.87,62.61,91.63,62.61,0.76,0.4,"Sunday",1,0,6,1.22464679914735e-16,-1,"Spring",1
"29555","2011-04-13","31005",1,4,5,206,"Light rain in the morning.","rain",0.0082,0.99,"rain",56.8,44.11,56.8,44.11,0.83,1.87,"Wednesday",1,0,4,0.866025403784439,-0.5,"Spring",1
"46525","2011-08-09","31103",51,32,83,324,"Partly cloudy until evening and humid throughout the day.","partly-cloudy-day",2e-04,0.16,"rain",91.4,72.11,95.47,72.58,0.69,0.82,"Tuesday",1,0,8,-0.866025403784438,-0.5,"Summer",1
"18466","2011-01-26","31207",5,4,9,129,"Mixed precipitation (1–2 in. of snow) in the morning and afternoon.","snow",0.0204,1,"rain",35.12,30.8,33.69,27.27,0.88,2.79,"Wednesday",1,0,1,0.5,0.866025403784439,"Winter",1
"64000","2011-12-08","31217",32,33,65,445,"Partly cloudy overnight.","partly-cloudy-night",0.0013,0.83,"rain",44.34,30.36,42.83,30.36,0.65,3.35,"Thursday",1,0,12,-2.44929359829471e-16,1,"Fall",1
"6978","2010-11-07","31218",8,13,21,49,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,50.65,38.82,50.65,38.82,0.64,2.54,"Sunday",1,0,11,-0.5,0.866025403784438,"Fall",0
"66982","2011-12-29","31011",2,6,8,466,"Mostly cloudy throughout the day.","partly-cloudy-day",0,0,NA,41.4,32.29,41.4,32.29,0.65,0.35,"Thursday",1,0,12,-2.44929359829471e-16,1,"Winter",0
"8601","2010-11-18","31304",15,11,26,60,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,56.03,37.83,56.03,37.83,0.6,2.22,"Thursday",1,0,11,-0.5,0.866025403784438,"Fall",0
"19409","2011-02-01","31231",0,0,0,135,"Rain overnight.","rain",0.0014,0.98,"snow",36.32,33.84,36.32,32.23,0.86,0.39,"Tuesday",1,0,2,0.866025403784439,0.5,"Winter",1
"8575","2010-11-18","31305",9,5,14,60,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,56.03,37.83,56.03,37.83,0.6,2.22,"Thursday",1,0,11,-0.5,0.866025403784438,"Fall",0
"32932","2011-05-06","31266",0,0,0,229,"Mostly cloudy starting in the afternoon.","partly-cloudy-day",3e-04,0.37,"rain",71.74,50.4,71.74,50.4,0.59,1.49,"Friday",1,0,5,0.5,-0.866025403784439,"Spring",1
"30350","2011-04-18","31016",8,6,14,211,"Partly cloudy until afternoon.","partly-cloudy-day",0,0,NA,76.64,60.02,76.64,60.02,0.48,1.25,"Monday",1,0,4,0.866025403784439,-0.5,"Spring",0
"8232","2010-11-16","31202",8,9,17,58,"Light rain in the morning and afternoon.","rain",0.014,1,"rain",58.27,55.26,58.27,55.26,0.93,1.87,"Tuesday",1,0,11,-0.5,0.866025403784438,"Fall",1
"36683","2011-06-01","31052",0,0,0,255,"Humid throughout the day and partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",2e-04,0.28,"rain",94.8,72.09,101.7,72.09,0.68,1.04,"Wednesday",1,0,6,1.22464679914735e-16,-1,"Spring",1
"50131","2011-09-03","31106",56,60,116,349,"Mostly cloudy until afternoon.","partly-cloudy-day",9e-04,0.42,"rain",81.22,70.76,84.92,71.79,0.78,0.5,"Saturday",1,0,9,-1,-1.83697019872103e-16,"Summer",1
